x	y
LLLDT2EETK	49.96
LLLDW3EETK	69.9445
LLLDH3QETK	38.4315
LLLDR3WETK	53.908
LLLDR2VETK	43.343
LLLD13NETK	47.043
LLLDC4DETK	55.39
LLLDR4HETK	36.272999999999996
LLLDQ3PETK	48.885
LLLDK3PETK	40.582
LLLDM3YETK	65.08
LLLDV3PETK	57.708
LLLDH2CETK	41.23
LLLDP3RETK	46.028
LLLDC4HETK	46.481
LLLDQ4RETK	42.089
LLLDH21ETK	38.393
LLLDT2KETK	41.51
LLLDN2KETK	39.363
LLLDM2YETK	64.475
LLLDW3VETK	73.575
LLLDP4SETK	52.297666666666665
LLLDS2NETK	46.792
LLLDR2YETK	45.445
LLLDV2KETK	47.879
LLLDS3QETK	46.748000000000005
LLLDF2PETK	68.643
LLLDN4FETK	64.417
LLLDF4DETK	68.253
LLLD14PETK	50.805
LLLDD4NETK	50.142
LLLDW3HETK	59.985
LLLDH3AETK	39.505
LLLDD2SETK	49.21
LLLDT4KETK	42.138000000000005
LLLDS3SETK	47.302
LLLDY4VETK	62.662
LLLDW2EETK	67.738
LLLDE4HETK	42.928333333333335
LLLDK2YETK	44.571
LLLDK41ETK	40.266
LLLDP4CETK	55.693999999999996
LLLDR4QETK	40.909
LLLDR3KETK	34.01766666666666
LLLDC2WETK	69.84899999999999
LLLDR2SETK	39.6465
LLLDS3FETK	60.486999999999995
LLLDA2WETK	65.605
LLLDH3NETK	38.6635
LLLDP4QETK	52.22466666666667
LLLDA3SETK	49.781
LLLDM4SETK	68.003
LLLDD3FETK	62.177
LLLDW4QETK	67.776
LLLDQ2QETK	45.901
LLLDK4AETK	42.563
LLLDV4HETK	48.817
LLLD13RETK	41.176
LLLDN3PETK	48.678000000000004
LLLDA4KETK	43.012
LLLDW3METK	74.23400000000001
LLLDR3QETK	39.1445
LLLDW3KETK	60.52033333333333
LLLDQ4HETK	41.3245
LLLDD2RETK	41.8715
LLLD14WETK	65.93
LLLDQ3YETK	53.126000000000005
LLLDQ4KETK	40.5835
LLLDR4VETK	48.293499999999995
LLLDD3AETK	50.213
LLLDH4RETK	37.40533333333334
LLLDD4CETK	55.6735
LLLDC2HETK	44.434000000000005
LLLDP4NETK	51.873999999999995
LLLDQ3HETK	39.9875
LLLDA3KETK	42.623999999999995
LLLDN4VETK	55.125
LLLDK2HETK	33.498555555555555
LLLDHTPETK	38.9405
LLLDPSCETK	49.968333333333334
LLLDNSRETK	35.966
LLLDPTCETK	50.467999999999996
LLLDHTEETK	37.072500000000005
LLLDASSETK	43.728
LLLDFTHETK	54.045
LLLDVTHETK	45.195
LLLDSTHETK	36.9215
LLLDFTWETK	74.616
LLLDCYEETK	55.90825
LLLDATSETK	45.036
LLLDEYEETK	47.0
LLLDTYVETK	56.242
LLLDKSTETK	35.2735
LLLDVYNETK	56.27
LLLDATWETK	60.902
LLLDNSSETK	41.068000000000005
LLLDFTEETK	62.379
LLLDNSNETK	40.879
LLLDVSSETK	49.779
LLLDKTQETK	35.3035
LLLDNYCETK	53.859
LLLDCSDETK	48.31
LLLDSYVETK	56.0295
LLLDRSQETK	35.69
LLLDMYKETK	51.045500000000004
LLLDESEETK	44.543
LLLDQYNETK	48.513000000000005
LLLDTSVETK	48.65
LLLDYSVETK	54.967
LLLDQTHETK	36.8725
LLLDASCETK	48.111599999999996
LLLDDYNETK	50.093999999999994
LLLDDSDETK	44.513
LLLDVSQETK	49.785
LLLDPYMETK	60.6895
LLLDSYFETK	65.95666666666666
LLLDHTTETK	36.806
LLLDESPETK	45.87649999999999
LLLDKYMETK	51.329499999999996
LLLDTYSETK	49.839
LLLDSSRETK	36.443999999999996
LLLDPYQETK	53.77333333333333
LLLDETPETK	46.497
LLLDVSKETK	43.4405
LLLDSTQETK	42.558
LLLDPSSETK	46.385
LLLDRTHETK	32.31966666666666
LLLDCSTETK	47.995
LLLDRYCETK	47.9045
LLLDCYTETK	55.696999999999996
LLLDFYFETK	77.56233333333334
LLLDTYEETK	51.519
LLLDSTDETK	43.918
LLLDEYTETK	53.36
LLLDESAETK	44.486999999999995
LLLDASHETK	37.67525
LLLDHYSETK	42.37475
LLLDQYCETK	55.074000000000005
LLLDAYRETK	46.251000000000005
LLLDSYRETK	44.119
LLLDDSQETK	43.337500000000006
LLLDQSCETK	45.556
LLLDRSDETK	36.835
LLLDMYWETK	72.708
LLLDWTCETK	65.7875
LLLDFYYETK	70.019
LLLDFYHETK	55.667
LLLDYSWETK	64.417
LLLDPSMETK	52.397
LLLDYYRETK	50.739250000000006
LLLDDYSETK	50.861000000000004
LLLDPYDETK	55.418749999999996
LLLDEYFETK	67.92
LLLDSYQETK	48.8365
LLLDPSQETK	46.462500000000006
LLLDFSWETK	74.156
LLLDSTSETK	42.711999999999996
LLLDSTCETK	46.3185
LLLDYYHETK	49.56660000000001
LLLDYSHETK	43.7425
LLLDMYDETK	60.227
LLLDSYSETK	49.175
LLLDESQETK	43.04600000000001
LLLDASAETK	45.513000000000005
LLLDNTKETK	36.141
LLLDPSNETK	46.06
LLLDTYHETK	43.208
LLLDSSSETK	41.605999999999995
LLLDKSHETK	30.563222222222223
LLLDRTEETK	37.462
LLLDMSQETK	52.119
LLLDFTVETK	71.19800000000001
LLLDPYNETK	53.28133333333333
LLLDRYRETK	39.3285
LLLDFYMETK	72.265
LLLDKTEETK	36.495000000000005
LLLDRTKETK	31.923499999999997
LLLDMYEETK	60.44233333333333
LLLDRYHETK	37.647
LLLDNSMETK	48.348
LLLDWTEETK	63.661
LLLDSYHETK	42.5632
LLLDSSDETK	42.773999999999994
LLLDRSVETK	40.217
LLLDHTCETK	39.146
LLLDNYDETK	49.728
LLLDTSCETK	47.005
LLLDWYVETK	71.77433333333333
LLLDPSYETK	51.548
LLLDDSEETK	44.614999999999995
LLLDWYPETK	68.74471428571428
LLLDDYFETK	94.971
LLLDFSPETK	62.14033333333334
LLLDPYCETK	50.028
LLLDMSHETK	45.63566666666666
LLLDNYHETK	42.239666666666665
LLLDDSYETK	49.713
LLLDYSYETK	55.363
LLLDFSSETK	59.9785
LLLDASKETK	37.4165
LLLDTTHETK	38.2215
LLLDASYETK	50.3215
LLLDRYVETK	49.086999999999996
LLLDDTKETK	38.036
LLLDFYEETK	66.187
LLLDNYFETK	65.065
LLLDTTEETK	45.553000000000004
LLLDDSSETK	43.507999999999996
LLLDAYFETK	68.573
LLLDPYEETK	54.96233333333333
LLLDPYKETK	46.045
LLLDCSNETK	46.568999999999996
LLLDHSTETK	35.922
LLLDSYEETK	50.784
LLLDKTDETK	36.516999999999996
LLLDMYFETK	73.40257142857142
LLLDRYKETK	38.0925
LLLDSSCETK	45.34866666666667
LLLDFYNETK	64.78049999999999
LLLDATHETK	38.915499999999994
LLLDHYNETK	41.766749999999995
LLLDRSKETK	30.944499999999998
LLLDNYKETK	42.496
LLLDHYAETK	44.04666666666666
LLLDASRETK	38.37050000000001
LLLDETCETK	48.056
LLLDWSFETK	73.55600000000001
LLLDESCETK	46.91
LLLDTYNETK	49.215
LLLDRTPETK	38.658
LLLDKYCETK	47.37474999999999
LLLDKSPETK	36.792500000000004
LLLDNSVETK	46.256
LLLDHYYETK	48.397499999999994
LLLDSSFETK	55.6095
LLLDASPETK	46.113
LLLDASNETK	43.102
LLLDSYDETK	50.577
LLLDAYSETK	51.805499999999995
LLLDPTPETK	48.176
LLLDQSSETK	41.32
LLLDTYKETK	43.433
LLLDKTAETK	36.3685
LLLDCSSETK	47.153499999999994
LLLDASTETK	44.56399999999999
LLLDFYDETK	66.602
LLLDASDETK	44.8285
LLLDQYEETK	51.10633333333334
LLLDTSSETK	43.535
LLLDDYDETK	51.941
LLLDKTVETK	40.23650000000001
LLLDEYPETK	51.769999999999996
LLLDPYVETK	51.571999999999996
LLLDQSVETK	46.787
LLLDVYRETK	50.181999999999995
LLLDTYWETK	65.538
LLLDKYYETK	48.692
LLLDESSETK	43.207499999999996
LLLDHTWETK	50.335
LLLDAYCETK	56.123999999999995
LLLDNYSETK	48.9
LLLDHYTETK	44.0015
LLLDNYPETK	50.15175
LLLDSSNETK	41.258
LLLDNSAETK	42.318999999999996
LLLDPSHETK	40.31133333333333
LLLDRYMETK	51.49850000000001
LLLDQYRETK	44.482
LLLDNYRETK	43.535
LLLDDTDETK	45.751000000000005
LLLDWYTETK	67.92699999999999
LLLDKSAETK	35.645
LLLDNYEETK	50.133
LLLDHSKETK	30.273000000000003
LLLDATQETK	45.093
LLLDPTTETK	47.972
LLLDSSAETK	42.757
LLLDAYQETK	51.393
LLLDWTFETK	74.217
LLLDSSTETK	42.438
LLLDRYDETK	44.261
LLLDMTPETK	55.232
LLLDPSKETK	40.358666666666664
LLLDCSEETK	48.519
LLLDDYCETK	56.029500000000006
LLLDWSQETK	60.897
LLLDHSDETK	36.3455
LLLDSTPETK	44.858999999999995
LLLDSSPETK	44.062000000000005
LLLDSYYETK	55.994
LLLDSTMETK	49.994
LLLDWSRETK	53.706
LLLDSYNETK	48.523999999999994
LLLDTSTETK	44.25
LLLDSTVETK	47.693999999999996
LLLDMYTETK	59.961999999999996
LLLDRSAETK	36.677
LLLDHYWETK	51.846000000000004
LLLDPSEETK	47.428666666666665
LLLDHSFETK	47.92099999999999
LLLDWSMETK	67.97
LLLDQSAETK	42.707
LLLDCSPETK	50.065666666666665
LLLDTYAETK	51.724
LLLDYSKETK	43.5655
LLLDETWETK	60.071999999999996
LLLDHYCETK	47.022333333333336
LLLDRSHETK	31.7712
LLLDPSRETK	40.844
LLLDWSAETK	62.3035
LLLDPTQETK	48.277
LLLDTSHETK	37.709
LLLDQTCETK	46.1435
LLLDDTAETK	45.631
LLLDMSKETK	45.4725
LLLDKTRETK	31.709
LLLDAYKETK	45.48525
LLLDHTSETK	36.088
LLLDDTCETK	47.948
LLLDDYEETK	52.195
LLLDDSCETK	46.810500000000005
LLLDRYYETK	49.098333333333336
LLLDQSMETK	48.938
LLLDQYSETK	49.474000000000004
LLLDDTHETK	38.485
LLLDPYPETK	54.99800000000001
LLLDPTHETK	42.486999999999995
LLLDKYVETK	48.93466666666666
LLLDRTCETK	39.617999999999995
LLLDQTDETK	43.618
LLLDPYAETK	55.5205
LLLDPSAETK	47.582499999999996
LLLDKSCETK	38.032
LLLDDSHETK	37.449250000000006
LLLDWSCETK	64.736
LLLDFSKETK	51.8685
LLLDHYQETK	42.005666666666656
LLLDMYAETK	68.718
LLLDWYNETK	66.40299999999999
LLLDFSHETK	51.747
LLLDMSSETK	52.153
LLLDTSPETK	45.857
LLLDDSRETK	37.9375
LLLDQSQETK	41.235
LLLDVYVETK	65.639
LLLDDSKETK	37.074999999999996
LLLDVSWETK	65.40266666666666
LLLDAYEETK	53.663000000000004
LLLDRYQETK	42.45875
LLLDDTSETK	57.831
LLLDHTDETK	37.171499999999995
LLLDMSNETK	51.599
LLLDRTDETK	37.641
LLLDEYQETK	50.533
LLLDATEETK	46.328
LLLDNYNETK	58.528999999999996
LLLDWSWETK	72.355
LLLDDTWETK	60.077
LLLDETVETK	49.522
LLLDSTEETK	43.83
LLLDPSVETK	50.455
LLLDKTPETK	37.81133333333333
LLLDKSQETK	34.43533333333333
LLLDCYHETK	46.60600000000001
LLLDMSCETK	56.062
LLLDQSYETK	48.2
LLLDYSDETK	51.059
LLLDESRETK	37.78466666666667
LLLDCYAETK	55.840500000000006
LLLDRSPETK	37.941
LLLDVTQETK	51.538999999999994
LLLDYYQETK	56.275
LLLDPTSETK	47.918
LLLDCSVETK	47.659
LLLDDYRETK	45.61600000000001
LLLDESKETK	37.07325
LLLDCSCETK	52.56925
LLLDAYAETK	53.9005
LLLDQSKETK	35.498999999999995
LLLDWYAETK	68.2945
LLLDPSDETK	47.27866666666667
LLLDHYMETK	50.945
LLLDEYRETK	45.390166666666666
LLLDKTMETK	34.148
LLLDWSVETK	66.13466666666666
LLLDWTAETK	63.677
LLLDCTSETK	48.573
LLLDKYNETK	41.35633333333333
LLLDQSHETK	36.29933333333333
LLLDHSWETK	49.4755
LLLDNSTETK	41.982
LLLDWTPETK	63.8045
LLLDNSEETK	42.367
LLLDCTHETK	42.505
LLLDVTTETK	51.791000000000004
LLLDDSVETK	48.59
LLLDETNETK	43.946999999999996
LLLDESNETK	42.78
LLLDWYHETK	60.369
LLLDQSEETK	42.601000000000006
LLLDSSVETK	46.894000000000005
LLLDRTWETK	50.379
LLLDMYCETK	63.568333333333335
LLLDNSQETK	41.001000000000005
LLLDPSPETK	47.437000000000005
LLLDCYCETK	60.83875
LLLDPYRETK	46.57366666666667
LLLDWYRETK	60.062
LLLDNYWETK	64.108
LLLDKYQETK	41.65800000000001
LLLDNYVETK	55.2575
LLLDHSVETK	39.89475
LLLDVSCETK	55.242
LLLDWSPETK	63.622
LLLDYYCETK	60.937
LLLDPSTETK	46.76666666666667
LLLDRYNETK	42.137
LLLDHTVETK	40.806999999999995
LLLDESYETK	49.668
LLLDQYPETK	50.327
LLLDVSHETK	43.21175
LLLDVSEETK	51.123999999999995
LLLDPTEETK	48.966
LLLDTSEETK	44.839
LLLDSSYETK	48.436
LLLDRSCETK	38.516000000000005
LLLDNYYETK	55.096000000000004
LLLDHYVETK	48.189499999999995
LLLDNSYETK	47.895
LLLDDSAETK	44.549
LLLDDSPETK	45.84166666666667
LLLDPSWETK	60.6895
LLLDRYEETK	44.70399999999999
LLLDQTPETK	44.7675
LLLDPTVETK	51.195
LLLDWSYETK	65.725
LLLDHTQETK	36.0285
LLLDKYSETK	42.3575
LLLDCSHETK	40.81466666666666
LLLDQSPETK	44.025
LLLDDYPETK	52.161
LLLDFYTETK	65.925
LLLDKSNETK	34.242000000000004
LLLDDTEETK	45.813
LLLDHTAETK	36.995000000000005
LLLDETTETK	45.326
LLLDWSDETK	62.3005
LLLDYTCETK	54.52
LLLDKYRETK	38.702
LLLDTSWETK	60.033
LLLDKYAETK	44.1455
LLLDCYQETK	54.0165
LLLDWTQETK	62.48
LLLDSYWETK	65.33666666666666
LLLDKTCETK	38.528
LLLDDYMETK	60.51
LLLDKTWETK	49.417
LLLDEYMETK	61.113
LLLDWTWETK	75.4315
LLLDESVETK	48.668
LLLDTYQETK	49.483000000000004
LLLDMYMETK	70.57957142857143
LLLDYSSETK	49.817
LLLDPTYETK	52.196000000000005
LLLDCYYETK	60.552
LLLDAYHETK	44.968999999999994
LLLDMYRETK	51.75033333333334
LLLDHSQETK	35.118
LLLDYTWETK	64.74600000000001
LLLDKSDETK	35.749750000000006
LLLDVTNETK	50.761
LLLDEYDETK	52.413000000000004
LLLDETHETK	38.545
LLLDDSNETK	42.998999999999995
LLLDKSFETK	47.0985
LLLDSYPETK	50.799
LLLDQYKETK	43.086000000000006
LLLDQTVETK	47.705
LLLDVSDETK	51.0505
LLLDPYTETK	54.650999999999996
LLLDASEETK	45.1345
LLLDYYFETK	71.30066666666666
LLLDKTNETK	35.182500000000005
LLLDWTMETK	69.378
LLLDYYKETK	49.68825
LLLDEYNETK	50.32
LLLDNTQETK	57.596000000000004
LLLDFSCETK	64.66219999999998
LLLDVTSETK	51.386
LLLDETDETK	45.621
LLLDVYKETK	49.22866666666667
LLLDETKETK	38.135
LLLDETMETK	51.912
LLLDNSKETK	35.202000000000005
LLLDCSKETK	40.601
LLLDTTPETK	46.41
LLLDASWETK	60.337
LLLDWTHETK	55.401
LLLDRSNETK	35.498999999999995
LLLDTTCETK	47.663999999999994
LLLDMYYETK	64.08800000000001
LLLDETEETK	45.733000000000004
LLLDKYHETK	36.066
LLLDRTRETK	32.79
LLLDSSEETK	42.8355
RWNSDDLNW2EK	51.775999999999996
RWNSDDLNE41K	38.574
RWNSDDLNQ2HK	31.881999999999998
RWNSDDLNE4PK	40.154
RWNSDDLNW4EK	52.543499999999995
RWNSDDLND4FK	54.51625
RWNSDDLNK4SK	34.6125
RWNSDDLNE4MK	47.427
RWNSDDLND41K	39.025999999999996
RWNSDDLNS3RK	31.512500000000003
RWNSDDLNT4QK	40.095
RWNSDDLNS4EK	39.059
RWNSDDLNN3PK	35.934
RWNSDDLNW3HK	45.75733333333333
RWNSDDLNW4RK	46.51649999999999
RWNSDDLNC4FK	54.619600000000005
RWNSDDLNY3KK	37.357
RWNSDDLNK2AK	30.973
